title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,scraped_at
Di Jual Rumah Siap Huni di Jl Kepu Dalam 5 Kemayoran Jakarta Pusat,1500000000.0,Jakarta Pusat,Kemayoran,3,1,,114,114,2026-04-28T11:17:06.223802+00:00
"Rumah Cantik Minimalis di Cempaka Putih, Jakarta Pusat",3250000000.0,Jakarta Pusat,Cempaka Putih,4,3,,96,180,2026-04-28T11:17:08.954998+00:00
Rumah Resto di Rawasari Dekat Dgn Pasar Rawasari Sangat Ramai,2500000000.0,Jakarta Pusat,Cempaka Putih,5,3,,106,182,2026-04-28T11:17:12.933556+00:00
"Dijual Rumah Cantik Siap Huni Brand New, Cempaka Putih, Jakarta",4700000000.0,Jakarta Pusat,Cempaka Putih,5,4,,115,200,2026-04-28T11:17:15.780964+00:00
Rumah Cantik Minimalis Super Strategis di Cempaka Putih Jakpus,2650000000.0,Jakarta Pusat,Cempaka Putih,5,4,,148,225,2026-04-28T11:17:18.418469+00:00
Rumah Dijual Cempaka Baru Kemayoran,750000000.0,Jakarta Pusat,Kemayoran,2,1,,45,40,2026-04-28T11:17:20.892468+00:00
Rumah Luas Strategis di Cempaka Putih Hitung Harga Tanah 5354,5800000000.0,Jakarta Pusat,Cempaka Putih,4,3,1,261,200,2026-04-28T11:17:23.770334+00:00
Rumah Tua Hitung Tanah Dekat Jalan Mardani Raya Cempaka Putih,800000000.0,Jakarta Pusat,Cempaka Putih,2,1,,68,68,2026-04-28T11:17:27.753430+00:00
Dibawah Njop!!! Rumah Di Cideng,6000000000.0,Jakarta Pusat,Cideng,5,3,1,247,145,2026-04-28T11:17:30.207188+00:00
RUMAH MEWAH DI CEMPAKA PUTIH TENGAH SIAP HUNI LINGKUNGAN ASRI,8300000000.000001,Jakarta Pusat,Cempaka Putih,8,8,4,400,1000,2026-04-28T11:17:33.594059+00:00
Rumah Brand New 3 Lantai di Johar Baru S9468,1800000000.0,Jakarta Pusat,Johar Baru,4,5,,63,163,2026-04-28T11:17:36.346846+00:00
"Siap Huni, Rumah, 2 Lantai",3800000000.0,Jakarta Pusat,Cempaka Putih,8,2,2,247,304,2026-04-28T11:17:39.778124+00:00
"Rumah 2,5 Lantai di Roxy Cocok untuk Kostan",4500000000.0,Jakarta Pusat,Roxy,1,2,1,154,225,2026-04-28T11:17:42.772242+00:00
Dijual Rumah Rumah Desain Colonialism Classic di Kawasan Elit Jaksel,50000000000.0,Jakarta Pusat,Menteng,6,5,,894,702,2026-04-28T11:17:46.455146+00:00
Rumah Mewah Dalam Komplek One Gate System di Cempaka Putih,7800000000.0,Jakarta Pusat,Cempaka Putih,7,7,,408,430,2026-04-28T11:17:49.476922+00:00
Rumah Siap Huni di Bungur Jakarta Pusat Lokasi Strategis Nego,5500000000.0,Jakarta Pusat,Bungur,5,4,3,300,220,2026-04-28T11:17:52.027572+00:00
Rumah dan Ruko di Desa Wisata Mulyoharjo Jepara Dekat Pasar Alun2,300000000.0,Jakarta Pusat,Glodok,2,1,1,75,40,2026-04-28T11:17:55.079932+00:00
Rumah Percetakan Negara,4500000000.0,Jakarta Pusat,Percetakan Negara,5,6,1,200,300,2026-04-28T11:17:58.640812+00:00
Jual Rumah Brand New 2 Lantai Cempaka Putih,4700000000.0,Jakarta Pusat,Cempaka Putih,4,3,2,120,200,2026-04-28T11:18:01.567293+00:00
Best Deal Rumah Cideng Jauh Dibawah NJOP Lokasi Sangat Strategis,5900000000.0,Jakarta Pusat,Cideng,4,3,,245,175,2026-04-28T11:18:03.988272+00:00
Rumah Sultan Cempaka Putih 3.5 Lantai,35000000000.0,Jakarta Pusat,Cempaka Putih,13,13,4,600,1850,2026-04-28T11:18:10.433909+00:00
Jual Rumah di Cempaka Putih Dekat Tol Cocok untuk Hunian atau Kos,9900000000.0,Jakarta Pusat,Cempaka Putih,17,15,5,647,841,2026-04-28T11:18:12.760036+00:00
Dijual Rumah Strategis Siap Huni di Cempaka Putih Jakarta Pusat,3900000000.0,Jakarta Pusat,Cempaka Putih,4,3,2,226,250,2026-04-28T11:18:16.063430+00:00
Brand New American Clasic Strstegis Sisa 1 Unit Cempaka Putih,5650000000.0,Jakarta Pusat,Cempaka Putih,6,6,2,169,290,2026-04-28T11:18:19.273665+00:00
Dijual Rumah Strategis Siap Huni di Cempaka Putih Jakarta Pusat,2800000000.0,Jakarta Pusat,Cempaka Putih,3,3,1,140,120,2026-04-28T11:18:22.362225+00:00
"Dibawah NJOP Lokasi Sangat Strategis,Cideng",5900000000.0,Jakarta Pusat,Cideng,3,4,,245,175,2026-04-28T11:18:26.705027+00:00
"Dijual Rumah 3 Lantai di Kampung Rawa Selatan Johor Baru,Jakarta Pusat",2000000000.0,Jakarta Pusat,Johar Baru,6,7,3,152,228,2026-04-28T11:18:29.878246+00:00
"Rumah 1 Lantai Di Kramat Kwitang Jakarta Pusat,lokasi Strategis",7500000000.0,Jakarta Pusat,Kramat,4,2,3,200,250,2026-04-28T11:18:32.441783+00:00
Dijual Rumah Area Strategis Hos Cokroaminoto Menteng (Mm/Ir),55000000000.0,Jakarta Pusat,Menteng,3,2,4,629,505,2026-04-28T11:18:35.836491+00:00
Rumah 2 Lantai Cocok Disewakan di Cempaka Putih Barat Jakarta P,650000000.0,Jakarta Pusat,Cempaka Putih,2,1,,33,55,2026-04-28T11:18:38.676294+00:00
"Dijual Rumah Besar dan Luas Dekat Pusat Bisnis dan Kuliner, Bisa Untuk Usaha dan Kantor @Cempaka Putih, Jakarta Pusat",25000000000.0,Jakarta Pusat,Cempaka Putih,7,3,4,700,493,2026-04-28T11:18:41.158967+00:00
Rumah Asri Di Menteng Jakarta Pusat,85000000000.0,Jakarta Pusat,Menteng,6,6,6,980,550,2026-04-28T11:18:44.480769+00:00
Dijual Menteng Rumah Mewah Prime Area,54000000000.0,Jakarta Pusat,Menteng,5,3,8,795,1000,2026-04-28T11:18:47.933232+00:00
"Rumah Modern Classic Siap Huni di Menteng, Jakarta Pusat",125000000000.0,Jakarta Pusat,Menteng,9,7,,1085,1000,2026-04-28T11:18:51.059522+00:00
Rumah Full Furnished di Johar Baru Jakarta Pusat Lokasi Strategis,1150000000.0,Jakarta Pusat,Johar Baru,3,4,,62,100,2026-04-28T11:18:53.949741+00:00
Di Jual Rumah Strategis bisa Usaha di Krekot Pasar Baru Jakarta,5000000000.0,Jakarta Pusat,Pasar Baru,3,2,1,150,213,2026-04-28T11:18:55.983465+00:00
Rumah Cantik Springhill 4 lantai dengan lift,7500000000.0,Jakarta Pusat,Kemayoran,5,4,4,153,400,2026-04-28T11:18:59.223931+00:00
Dijual Rumah Vintage 1 Lantai Di Cikini Jakpus,26000000000.0,Jakarta Pusat,Cikini,4,2,1,517,353,2026-04-28T11:19:02.777722+00:00
Menteng Turun Drastis Rumah Mewah Jakarta Pusat(Langsung Owner),55000000000.0,Jakarta Pusat,Menteng,9,9,,733,548,2026-04-28T11:19:05.956332+00:00
Di Jual Rumah Lokasi Strategis Pinggir Jalan Daerah Kemayoran,2850000000.0,Jakarta Pusat,Kemayoran,3,2,,186,165,2026-04-28T11:19:08.235646+00:00
Rumah Murah 3 Lantai Siap Huni Bungur Besar 7 Jakarta,900000000.0,Jakarta Pusat,Bungur,2,3,,30,60,2026-04-28T11:19:14.326054+00:00
Dijual Rumah Kemayoran Anti Banjir Pasaran,1700000000.0,Jakarta Pusat,Kemayoran,4,3,2,108,150,2026-04-28T11:19:17.201581+00:00
Dijual Dibawah Pasaran Rumah Jalan Garuda Kemayoran Jakarta Pusat Anti Banjir Anti Macet Siap Huni,1700000000.0,Jakarta Pusat,Kemayoran,,3,2,108,250,2026-04-28T11:19:20.402772+00:00
Rumah Mewah Menteng 318M² Full Furnished Ada Kolam Renang & Lift,40000000000.0,Jakarta Pusat,Menteng,5,3,3,318,482,2026-04-28T11:19:23.265788+00:00
Dijual Rumah Siap Huni 2 Lantai Cempaka Putih Timur Super Strategis Termurah Bebas Banjir SHM Nego,3800000000.0,Jakarta Pusat,Cempaka Putih,4,3,3,226,250,2026-04-28T11:19:26.920279+00:00
"Di Jual Rumah 2½ Lantai Utan Panjang, Cocok untuk Rumah Kost",4500000000.0,Jakarta Pusat,Kemayoran,6,3,1,309,700,2026-04-28T11:19:29.463972+00:00
Rumah 2 Lantai Siap Huni di Johar Baru Jakarta S8978,2700000000.0,Jakarta Pusat,Johar Baru,3,2,,110,220,2026-04-28T11:19:33.076913+00:00
Rumah Mewah dan Kantor Cempaka Putih Timur Jakarta Pusat,11500000000.0,Jakarta Pusat,Cempaka Putih,6,5,4,419,650,2026-04-28T11:19:36.166935+00:00
Dijual Brand New Rumah Mewah American Classic di Cempaka (H),5850000000.0,Jakarta Pusat,Cempaka Putih,5,5,2,169,290,2026-04-28T11:19:39.300582+00:00
Rumah Cantik Strategis di Tengah Kota Senen Jakarta Pusat,14000000000.0,Jakarta Pusat,Senen,5,5,3,294,482,2026-04-28T11:19:42.481722+00:00
"Dijual Murah! Rumah di Jl. Cempaka Putih Tengah, Cempaka Putih, Jakarta Pusat",3500000000.0,Jakarta Pusat,Cempaka Putih,3,2,2,150,150,2026-04-28T11:19:45.474549+00:00
"Dijual Murah! Rumah di Jl. Cempaka Putih Barat, Cempaka Putih Barat, Jakarta Pusat",742000000.0,Jakarta Pusat,Cempaka Putih,3,1,2,90,90,2026-04-28T11:19:48.922725+00:00
"Murah!! Rumah Hitung Tanah Cempaka Putih, Dkt Cempaka Mas",4500000000.0,Jakarta Pusat,Cempaka Putih,7,3,2,235,300,2026-04-28T11:19:51.268176+00:00
Rumah Tua Hitung Tanah Dekat Jalan Mardani Raya Cempaka Putih,800000000.0,Jakarta Pusat,Cempaka Putih,2,1,,68,68,2026-04-28T11:19:54.406616+00:00
"Rumah Mewah Pejompongan Raya 10X20m2 3,5 Lantai Furnished Mewah",17500000000.0,Jakarta Pusat,Pejompongan,4,4,2,200,546,2026-04-28T11:19:57.867691+00:00
Cempaka Putih Barat 15Jt Per Meter Bapak Ibu bisa KPR,4200000000.0,Jakarta Pusat,Cempaka Putih,3,3,2,277,420,2026-04-28T11:20:00.977153+00:00
RUMAH DIJUAL KEMAYORAN,2500000000.0,Jakarta Pusat,Kemayoran,3,2,1,70,175,2026-04-28T11:20:04.508517+00:00
Dijual Rumah Cempaka Putih Barat Jakarta Pusat,3900000000.0,Jakarta Pusat,Cempaka Putih,4,4,1,145,260,2026-04-28T11:20:06.717700+00:00
Dijual Rumah Tua Hitung Tanah Kebon Kacang - Jakpus,18000000000.0,Jakarta Pusat,Kebon Kacang,5,2,,288,288,2026-04-28T11:20:09.606889+00:00
"Rumah Impian di Ekonomi,Sawah Besar Dekat ke Mangga 2,Glodok,St Juanda",1160000000.0,Jakarta Pusat,Karang Anyar,2,2,1,42,68,2026-04-28T11:20:13.460278+00:00
Rumah Tua Tomang. 17X17. Jalan 2 Mobil,3100000000.0,Jakarta Pusat,Cideng,5,5,,281,250,2026-04-28T11:20:18.589092+00:00
Rumah Lama Hitung Tanah Di Petojo Jakarta Pusat Luas 141 m2 SHM,2200000000.0,Jakarta Pusat,Petojo,1,1,,141,110,2026-04-28T11:20:21.521651+00:00
Rumah Tinggal Butuh Renovasi Hitung Tanah di Petojo Jakarta Pusat,9500000000.0,Jakarta Pusat,Petojo,,,,276,276,2026-04-28T11:20:24.113637+00:00
"Rumah KPR Percetakan Negara Dekat Sekolah Cikal,Rscm,Salemba,Paseban",1380000000.0,Jakarta Pusat,Kramat,2,2,1,41,73,2026-04-28T11:20:26.486391+00:00
Rumah Luas Strategis Dekat Rs Pertamina Cempaka Putih,4500000000.0,Jakarta Pusat,Cempaka Putih,7,5,2,235,300,2026-04-28T11:20:29.689906+00:00
Rumah Bagus Siap Huni bisa Usaha di Johar Baru Jakarta Pusat,3800000000.0,Jakarta Pusat,Johar Baru,6,5,,175,250,2026-04-28T11:20:33.400465+00:00
"Rumah Modern Classic Siap Huni di Menteng, Jakarta Pusat",125000000000.0,Jakarta Pusat,Menteng,9,7,,1085,1000,2026-04-28T11:20:37.318956+00:00
"Rumah Siap Huni  Untuk Usaha, Tempat Tinggal Kemayoran Jakarta Pu",20500000000.0,Jakarta Pusat,Kemayoran,5,3,,618,210,2026-04-28T11:20:40.766468+00:00
Rumah Nyaman dan Terawat 2 LT di Kawasan Elite Menteng Jakarta,62200000000.0,Jakarta Pusat,Menteng,10,9,,593,464,2026-04-28T11:20:44.035390+00:00
"Dijual: Rumah Strategis 1 Lantai di Petojo, Jakarta Pusat/Barat - Tepat di Belakang Roxy Mas & Bebas Banjir!",7800000000.0,Jakarta Pusat,Petojo,5,2,1,252,200,2026-04-28T11:20:47.099443+00:00
Rumah Besar Siap Huni Dekat Stasiun Senen Cempaka Putih Jakarta,4500000000.0,Jakarta Pusat,Cempaka Putih,7,3,2,235,300,2026-04-28T11:20:50.666832+00:00
Dijual Rumah Tua Kebon Kacang Lokasi Strategis Hitung Tanah,18000000000.0,Jakarta Pusat,Kebon Kacang,5,1,1,288,100,2026-04-28T11:20:54.114588+00:00
Rumah Sslemba Dekat Kampus Ui,1500000000.0,Jakarta Pusat,Cempaka Putih,3,2,1,56,100,2026-04-28T11:20:58.408766+00:00
Rumah 3Lt Minimalis Siap Huni Premium Cempaka Putih Jakarta Pusat,3900000000.0,Jakarta Pusat,Cempaka Putih,4,4,1,145,260,2026-04-28T11:21:00.951366+00:00
Dijual Rumah Tua Hitung Tanah Di Cempaka Putih Jakarta Pusat,3500000000.0,Jakarta Pusat,Cempaka Putih,1,1,,225,225,2026-04-28T11:21:05.099454+00:00
Rumah Brand New American Classic di Cempaka Putih Jakarta Pusat,4700000000.0,Jakarta Pusat,Cempaka Putih,5,4,2,115,200,2026-04-28T11:21:07.878448+00:00
"Dijual Rumah 2 Lantai, Di Cempaka Putih Tengah, Jakarta Pusat",8000000000.0,Jakarta Pusat,Cempaka Putih,7,6,4,380,457,2026-04-28T11:21:10.647869+00:00
Dijual Rumah 2 Lantai Di Cempaka Putih Timur Jakarta Pusat,5500000000.0,Jakarta Pusat,Cempaka Putih,9,5,,250,296,2026-04-28T11:21:13.501063+00:00
Dijual Rumah Super Cantik Baru di Cempaka Putih,4700000000.0,Jakarta Pusat,Cempaka Putih,5,4,,120,200,2026-04-28T11:21:16.659729+00:00
Petojo Rumah Semi Furnish Siap Huni Terawat Posisi Tanah Agak Ngantong Bisa Kpr,8300000000.000001,Jakarta Pusat,Petojo,6,5,2,131,300,2026-04-28T11:21:20.339963+00:00
Rumah Bagus Menteng...,39000000000.0,Jakarta Pusat,Menteng,5,4,2,519,470,2026-04-28T11:21:26.793873+00:00
Rumah Klasik di Kebon Kacang Tanah Abang Dekat Gi Thamrin Menteng,10000000000.0,Jakarta Pusat,Tanah Abang,6,2,2,180,220,2026-04-28T11:21:29.489025+00:00
Rumah Kemayoran View Golf Double Decker Luas300 Meter,11000000000.0,Jakarta Pusat,Kemayoran,4,4,4,300,450,2026-04-28T11:21:32.955460+00:00
Rumah Brandnew American Classic Menteng Jakpus,58000000000.0,Jakarta Pusat,Menteng,4,4,8,753,520,2026-04-28T11:21:36.295677+00:00
"Rumah Bagus Rapih Siap Huni di Daerah Tanah Abang, 0020 Mar",28000000000.0,Jakarta Pusat,Tanah Abang,2,1,2,471,250,2026-04-28T11:21:39.177914+00:00
"Rumah 3 lantai siap huni luas 378 m2 di jalan Aflu , Sawah besar. Jakarta pusat.",7600000000.0,Jakarta Pusat,Sawah Besar,8,4,7,355,247,2026-04-28T11:21:41.511260+00:00
"Rumah Menteng Jakarta Pusat,Halaman Luas, Taman, Pool,1072 M2, 50 M Nego",50000000000.0,Jakarta Pusat,Menteng,11,6,8,1072,700,2026-04-28T11:21:45.095351+00:00
Rumah Strategis Di Cempaka Putih Jakarta Pusat S6534,2900000000.0,Jakarta Pusat,Cempaka Putih,7,4,1,219,275,2026-04-28T11:21:47.881943+00:00
Rumah Hitung Tanah Lokasi Prime di Jl Mesjid V Bendungan Hilir,6750000000.0,Jakarta Pusat,Bendungan Hilir,3,2,1,192,170,2026-04-28T11:21:50.685748+00:00
Rumah 3 Lantai Cocok Hunian dan Investasi di Menteng,14000000000.0,Jakarta Pusat,Menteng,9,7,,298,260,2026-04-28T11:21:53.905498+00:00
Rumah Mewah Design Classik Modern Siap di Cempaka.putih,30000000000.0,Jakarta Pusat,Cempaka Putih,7,6,5,600,1850,2026-04-28T11:21:57.136175+00:00
Rumah Siap Huni di Petojo Jakarta Pusat (rathad),12500000000.0,Jakarta Pusat,Petojo,5,3,3,365,400,2026-04-28T11:22:00.979908+00:00
Rumah Tinggal 2 Lantai Di Cempaka Putih Barat S8580,9800000000.0,Jakarta Pusat,Cempaka Putih,6,4,2,372,281,2026-04-28T11:22:04.565352+00:00
"Rumah Lokasi Strategis di Salemba, Senen, Jakarta Pusat",12500000000.0,Jakarta Pusat,Senen,1,1,,360,360,2026-04-28T11:22:06.875457+00:00
Dijual Rumah Huni + Kos²An di Cempaka Putih Jakarta,8800000000.0,Jakarta Pusat,Cempaka Putih,7,5,,360,600,2026-04-28T11:22:09.680061+00:00
"Di Jual Rumah 2 Lantai di Bendungan Hilir, Strategis Cocok untuk Hunian & Kantor",17500000000.0,Jakarta Pusat,Bendungan Hilir,6,4,5,319,400,2026-04-28T11:22:13.315073+00:00
Disewakan Rumah Siap Huni di Menteng Jakarta Pusat,1800000000.0,Jakarta Pusat,Menteng,6,6,,864,850,2026-04-28T11:22:16.106195+00:00
"Dijual Rumah Baru lokasi strategis dipusat jakarta ""2Bes""",7000000000.0,Jakarta Pusat,Bendungan Hilir,3,3,,201,301,2026-04-28T11:22:19.807733+00:00
Dijual Rumah Tua Hitung Tanah (12 X 24) di Kebon Kacang - Jakpus,18000000000.0,Jakarta Pusat,Kebon Kacang,5,2,,288,288,2026-04-28T11:22:22.276419+00:00
"For Sale Rumah Prime Area, Dekat Teuku Umar & Hadap Selatan",53000000000.0,Jakarta Pusat,Menteng,9,9,5,619,604,2026-04-28T11:22:25.053567+00:00
"Rumah Cantik di Springhill Kemayoran 153M2 Hadap Selatan,4 Lantai",4900000000.0,Jakarta Pusat,Kemayoran,6,4,,153,153,2026-04-28T11:22:30.944803+00:00
Dijual: Rumah Mewah Menteng Jakarta Pusat - Brand New - Premium Area - Row Jalan Lebar - Area Tenang.,158000000000.0,Jakarta Pusat,Menteng,6,6,10,1180,2000,2026-04-28T11:22:33.999484+00:00
Dijual Rumah Baru Siap Huni di Kramat Kwitang Senen Jakarta Pusat,5900000000.0,Jakarta Pusat,Senen,4,2,2,166,130,2026-04-28T11:22:37.012580+00:00
Rumah Terawat 2 Lantai SHM Dijual Area Menteng Jakarta Pusat,39000000000.0,Jakarta Pusat,Menteng,6,7,4,519,470,2026-04-28T11:22:39.514418+00:00
Rumah Springhill Kemayoran Luas 153M Hadap Selatan Masih Nego,4000000000.0,Jakarta Pusat,Kemayoran,5,3,,153,606,2026-04-28T11:22:43.169350+00:00
Jual Rumah Sawah Besar,4900000000.0,Jakarta Pusat,Sawah Besar,5,3,2,300,440,2026-04-28T11:22:45.954027+00:00
Rumah Tua Cideng. 3X15. Masuk Mobil,800000000.0,Jakarta Pusat,Cideng,2,1,1,45,45,2026-04-28T11:22:48.735705+00:00
Rumah Gaya Modern Klasik di Lokasi Terbaik Cempaka Putih,7150000000.0,Jakarta Pusat,Cempaka Putih,4,4,2,216,252,2026-04-28T11:22:51.640283+00:00
Bendungan Hilir Rumah Siap Huni Lokasi Nyaman Tenang,9300000000.0,Jakarta Pusat,Bendungan Hilir,6,6,2,215,225,2026-04-28T11:22:53.868074+00:00
"Rumah Springhill Kemayoran 153M2 Hadap Utara,4 Lantai,Kode Jv,Ah",5200000000.0,Jakarta Pusat,Kemayoran,5,5,,153,363,2026-04-28T11:22:56.370085+00:00
Rumah Jl Kartini 5 Sawah Besar Jakpus Harga Dibawah Pasaran,3750000000.0,Jakarta Pusat,Kartini,5,4,4,192,320,2026-04-28T11:22:59.044673+00:00
Rumah 2 Lantai Gunung Sahari Jakarta Rp 2.35 M Nego Rumah 2 Lantai Shm Bagus Utara,2350000000.0,Jakarta Pusat,Gunung Sahari,3,2,1,150,180,2026-04-28T11:23:01.958213+00:00
Rumah Kost Kalibaru Senen Jakarta Pusat Rp 2.25 M Nego,2250000000.0,Jakarta Pusat,Senen,12,8,,194,250,2026-04-28T11:23:05.660249+00:00
Rumah Hook Petojo Jakarta Pusat Rp 6 M Nego Rumah Bagus Shm,6000000000.0,Jakarta Pusat,Petojo,3,2,2,210,150,2026-04-28T11:23:09.331973+00:00
Dijual Rumah Besar Cempaka Putih Jakarta Pusat,4700000000.0,Jakarta Pusat,Cempaka Putih,,,,235,255,2026-04-28T11:23:12.304329+00:00
Dijual Rumah Terawat 2 Lantai di Cempaka Putih Jakarta Pusat,3900000000.0,Jakarta Pusat,Cempaka Putih,4,3,,226,250,2026-04-28T11:23:14.562814+00:00
"Kavling 640 m2, di Jl. Garut Menteng, kotak, Golongan C, hanya berjarak 15 menit ke Bundaran HI - Plaza Indoensia",43000000000.0,Jakarta Pusat,Menteng,1,1,1,640,640,2026-04-28T11:23:17.730679+00:00
Rumah Hook. Sunter. 3 Lantai. 11X20. Jalan 2 Mobil. Siap Huni,3400000000.0,Jakarta Pusat,Kemayoran,4,3,2,219,300,2026-04-28T11:23:20.458147+00:00
Rumah Senen Jakarta Pusat Rp 2.5 M Nego Rumah Butuh Renovasi Shm Utara,2500000000.0,Jakarta Pusat,Senen,3,2,,180,150,2026-04-28T11:23:23.655288+00:00
Rumah Gunung Sahari Jakarta Pusat Rp 4.5 M Nego,4500000000.0,Jakarta Pusat,Gunung Sahari,25,10,,270,400,2026-04-28T11:23:29.330624+00:00
Rumah Garuda Kemayoran Jakarta Pusat Rp 16.5 M Nego,16500000000.0,Jakarta Pusat,Kemayoran,4,2,3,500,146,2026-04-28T11:23:32.734559+00:00
Rumah Di Bawah Njop Kalibaru Jakarta Pusat Rp 3.95 M Nego,3950000000.0,Jakarta Pusat,Senen,3,2,2,224,136,2026-04-28T11:23:35.278690+00:00
"Dijual Rumah Siap Huni di Senen, Jakarta Pusat",1900000000.0,Jakarta Pusat,Senen,4,3,,71,140,2026-04-28T11:23:38.615098+00:00
Rumah 2 Lantai Kalibaru Jakarta Pusat Rp 6.9 M Nego,6900000000.0,Jakarta Pusat,Senen,5,4,8,522,800,2026-04-28T11:23:41.275585+00:00
Jual Cpt Rumah & Tempat Usaha Dngn Lokasi Strategis Dlm Komplek Gunung Sahari di Jakarta Pusat,21000000000.0,Jakarta Pusat,Gunung Sahari,5,3,5,816,300,2026-04-28T11:23:45.155549+00:00
Dijual Rumah Cocok Untuk Kos Kosan Kramat Jakarta Pusat,23000000000.0,Jakarta Pusat,Kramat,23,23,4,624,624,2026-04-28T11:23:47.711587+00:00
Jual Cepat Under Market Rumah Asri di Menteng,75000000000.0,Jakarta Pusat,Menteng,3,3,7,1005,691,2026-04-28T11:23:51.038921+00:00
"Rumah Mewah Dan Cantik
di Jl Ki Mangunsarkoro",56000000000.0,Jakarta Pusat,Menteng,7,7,6,717,1200,2026-04-28T11:23:53.966331+00:00
Rumah Kepu Kemayoran Jakarta Pusat Rp 800 Juta Nego Rumah Bagus SHM,800000000.0,Jakarta Pusat,Kemayoran,2,2,,31,59,2026-04-28T11:23:56.653764+00:00
Rumah Pegangsaan Menteng Harga Jauh di Bawah Pasar!,10000000000.0,Jakarta Pusat,Menteng,6,4,3,374,374,2026-04-28T11:24:00.543204+00:00
Rumah 3 Lantai Senen Jakarta Pusat Rp 8.5 M Nego Rumah 3 Lantai Shm Bagus,8500000000.0,Jakarta Pusat,Senen,3,3,4,324,450,2026-04-28T11:24:02.932626+00:00
Rumah 3 Lantai Kemayoran Jakarta Pusat Rp 2.2 M Nego,2200000000.0,Jakarta Pusat,Kemayoran,5,3,,80,150,2026-04-28T11:24:06.243248+00:00
Di Jual Rumah Hoek Di Cikini Menteng,65000000000.0,Jakarta Pusat,Menteng,8,4,5,805,500,2026-04-28T11:24:08.936327+00:00
Dijual Cepat Rumah Luas Di Cikini Menteng- Jak Pus*,85000000000.0,Jakarta Pusat,Menteng,6,6,,955,1500,2026-04-28T11:24:12.339474+00:00
Brand New Modern House Cempaka Putih Ready 3 Unit,1750000000.0,Jakarta Pusat,Cempaka Putih,3,2,1,60,100,2026-04-28T11:24:15.562385+00:00
Brand New Modern House,2500000000.0,Jakarta Pusat,Cempaka Putih,5,4,1,124,240,2026-04-28T11:24:18.491573+00:00
Rumah 2 Lantai di Jl. Batu Raya Menteng Atas Cocok untuk Kost dan Investasi,8000000000.0,Jakarta Pusat,Menteng Atas,9,4,1,324,250,2026-04-28T11:24:22.095346+00:00
Dijual Cepat Rumah Asri dan Tenang di Gunung Sahari Utara 113 m2,2350000000.0,Jakarta Pusat,Sawah Besar,3,1,1,113,96,2026-04-28T11:24:24.420885+00:00
Dijual Rumah 2Lt Luas Tanah 894M2 Menteng Jakarta Pusat,50000000000.0,Jakarta Pusat,Menteng,5,5,6,894,702,2026-04-28T11:24:26.670282+00:00
Rumah Murah Salemba Jakpus,1200000000.0,Jakarta Pusat,Percetakan Negara,3,3,2,35,68,2026-04-28T11:24:31.621004+00:00
"For Sale Murah Rumah Kost Exclusive 17 Kamar Bendungan Hilir, Jakarta Pusat",5000000000.0,Jakarta Pusat,Tanah Abang,17,17,3,130,290,2026-04-28T11:24:34.800634+00:00
Dijual Rumah di Menteng Berikut Resto (Ex Rumah Artis) Jakpus,75000000000.0,Jakarta Pusat,Menteng,6,7,,819,650,2026-04-28T11:24:37.972268+00:00
RUMAH DIJUAL DI MENTENG JAKARTA PUSAT DEKAT KE RS CIPTO,10000000000.0,Jakarta Pusat,Menteng,6,4,,374,374,2026-04-28T11:24:40.970666+00:00
Dijual Rumah 1 Lt Bagus Jl .kali Baru Timur Dlm.jakpus .,2500000000.0,Jakarta Pusat,Bungur,4,1,1,156,145,2026-04-28T11:24:44.143694+00:00
Rumah Murah di Rawasari Cempaka Putih Hadap Utara,2200000000.0,Jakarta Pusat,Cempaka Putih,5,3,,160,160,2026-04-28T11:24:46.686402+00:00
"Rumah Baru Jl Kp. Irian, Utan Panjang. Jakpus",850000000.0,Jakarta Pusat,Kemayoran,2,2,1,36,70,2026-04-28T11:24:49.024152+00:00
Dijual Bu Murah Rumah Bagus Jl.kampung Kepu 4 Jakpus. Rumah Bagus di Bungur HGU,1800000000.0,Jakarta Pusat,Bungur,4,1,1,97,194,2026-04-28T11:24:51.486427+00:00
Rumah Murah Jakarta Pusat,1500000000.0,Jakarta Pusat,Pasar Baru,3,3,2,38,63,2026-04-28T11:25:00.398322+00:00
"Rumah Nyaman 2,5Lantai Strategis di Cempaka Putih Jakpus",6900000000.0,Jakarta Pusat,Cempaka Putih,6,5,,241,250,2026-04-28T11:25:03.771470+00:00
Rumah Bagus Siap Huni bisa Usaha di Johar Baru Jakarta Pusat,3800000000.0,Jakarta Pusat,Johar Baru,6,5,,175,250,2026-04-28T11:25:06.303989+00:00
Rumah Akses Motor di Rawa Sari Jakarta Pusat,450000000.0,Jakarta Pusat,Cempaka Putih,2,2,,22,43,2026-04-28T11:25:09.122435+00:00
Jl. Cilosari - Cikini Rmh Tua Cocok Utk Usaha Or Hunian,25000000000.0,Jakarta Pusat,Menteng,3,2,,406,350,2026-04-28T11:25:12.619869+00:00
Dijual Rumah di Daerah Tanah Abang Jakarta Pusat,12500000000.0,Jakarta Pusat,Bendungan Hilir,3,4,,210,180,2026-04-28T11:25:15.300239+00:00
"Rumah Dijual Bendungan Hilir, Jakarta Pusat",25500000000.0,Jakarta Pusat,Bendungan Hilir,17,14,,420,840,2026-04-28T11:25:17.685210+00:00
